id,severity,status,error_type,reachability,invariant,location_screen,location_system,location_scene,location_file,location_line,summary,game_context,repro_seed,repro_step,repro_probe,occurrences,known_ref
ADV-0015,material,new,console_error,player,INV-PAGE-CONSOLE-ERROR,,flow,CollectScene,http://localhost:5173/node_modules/.vite/deps/phaser.js?v=21330b76,67683,"console error: Failed to process file: %s ""%s"" image art:item:item_dirt","{""day"":3,""timeBlock"":""evening"",""movesLeft"":0,""screen"":null,""drawnScreen"":""HOME"",""satchel"":[""adv_item_740843""],""arms"":[],""held"":[""item_captured_sound"",""item_feather"",""item_grass""],""spellbook"":[""echo"",""fetch"",""glimmer""],""clearedGates"":[""G-T6-evening""],""refusedGates"":[""G-F4-still""],""modalOpen"":false,""choices"":[""[Go to Town Square]"",""[Go to Market Row]"",""[Go to The Commons / Well]"",""[Go to The Workshop]"",""[Go to Forager's Clearing]"",""[Go to The Stream]"",""[Go to The Grove]""],""lastActions"":[{""step"":28,""probe"":""explore"",""action"":""choose(1) \""[Go to Old-Growth Hollow]\""""},{""step"":29,""probe"":""clock"",""action"":""choose(7)""},{""step"":30,""probe"":""explore"",""action"":""choose(4) \""[Go to Heart of the Wood]\""""},{""step"":31,""probe"":""inventory"",""action"":""pickup(\""adv_slot_28778\"", <invented item>)""},{""step"":33,""probe"":""explore"",""action"":""choose(0) \""[Start the Next Day]\""""},{""step"":34,""probe"":""save"",""action"":""round trip: save -> full page reload -> load -> compare""}]}",20260826,35,save,1,
ADV-0016,material,new,console_error,player,INV-PAGE-CONSOLE-ERROR,,flow,CollectScene,http://localhost:5173/node_modules/.vite/deps/phaser.js?v=21330b76,67683,"console error: Failed to process file: %s ""%s"" image art:item:key_arch_filing","{""day"":3,""timeBlock"":""evening"",""movesLeft"":0,""screen"":null,""drawnScreen"":""HOME"",""satchel"":[""adv_item_740843""],""arms"":[],""held"":[""item_captured_sound"",""item_feather"",""item_grass""],""spellbook"":[""echo"",""fetch"",""glimmer""],""clearedGates"":[""G-T6-evening""],""refusedGates"":[""G-F4-still""],""modalOpen"":false,""choices"":[""[Go to Town Square]"",""[Go to Market Row]"",""[Go to The Commons / Well]"",""[Go to The Workshop]"",""[Go to Forager's Clearing]"",""[Go to The Stream]"",""[Go to The Grove]""],""lastActions"":[{""step"":28,""probe"":""explore"",""action"":""choose(1) \""[Go to Old-Growth Hollow]\""""},{""step"":29,""probe"":""clock"",""action"":""choose(7)""},{""step"":30,""probe"":""explore"",""action"":""choose(4) \""[Go to Heart of the Wood]\""""},{""step"":31,""probe"":""inventory"",""action"":""pickup(\""adv_slot_28778\"", <invented item>)""},{""step"":33,""probe"":""explore"",""action"":""choose(0) \""[Start the Next Day]\""""},{""step"":34,""probe"":""save"",""action"":""round trip: save -> full page reload -> load -> compare""}]}",20260826,35,save,1,
ADV-0017,material,new,console_error,player,INV-PAGE-CONSOLE-ERROR,,flow,CollectScene,http://localhost:5173/node_modules/.vite/deps/phaser.js?v=21330b76,67683,"console error: Failed to process file: %s ""%s"" image art:item:key_dawn_bundle","{""day"":3,""timeBlock"":""evening"",""movesLeft"":0,""screen"":null,""drawnScreen"":""HOME"",""satchel"":[""adv_item_740843""],""arms"":[],""held"":[""item_captured_sound"",""item_feather"",""item_grass""],""spellbook"":[""echo"",""fetch"",""glimmer""],""clearedGates"":[""G-T6-evening""],""refusedGates"":[""G-F4-still""],""modalOpen"":false,""choices"":[""[Go to Town Square]"",""[Go to Market Row]"",""[Go to The Commons / Well]"",""[Go to The Workshop]"",""[Go to Forager's Clearing]"",""[Go to The Stream]"",""[Go to The Grove]""],""lastActions"":[{""step"":28,""probe"":""explore"",""action"":""choose(1) \""[Go to Old-Growth Hollow]\""""},{""step"":29,""probe"":""clock"",""action"":""choose(7)""},{""step"":30,""probe"":""explore"",""action"":""choose(4) \""[Go to Heart of the Wood]\""""},{""step"":31,""probe"":""inventory"",""action"":""pickup(\""adv_slot_28778\"", <invented item>)""},{""step"":33,""probe"":""explore"",""action"":""choose(0) \""[Start the Next Day]\""""},{""step"":34,""probe"":""save"",""action"":""round trip: save -> full page reload -> load -> compare""}]}",20260826,35,save,1,
ADV-0018,material,new,console_error,player,INV-PAGE-CONSOLE-ERROR,,flow,CollectScene,http://localhost:5173/node_modules/.vite/deps/phaser.js?v=21330b76,67683,"console error: Failed to process file: %s ""%s"" image art:item:key_raw_ore","{""day"":3,""timeBlock"":""evening"",""movesLeft"":0,""screen"":null,""drawnScreen"":""HOME"",""satchel"":[""adv_item_740843""],""arms"":[],""held"":[""item_captured_sound"",""item_feather"",""item_grass""],""spellbook"":[""echo"",""fetch"",""glimmer""],""clearedGates"":[""G-T6-evening""],""refusedGates"":[""G-F4-still""],""modalOpen"":false,""choices"":[""[Go to Town Square]"",""[Go to Market Row]"",""[Go to The Commons / Well]"",""[Go to The Workshop]"",""[Go to Forager's Clearing]"",""[Go to The Stream]"",""[Go to The Grove]""],""lastActions"":[{""step"":28,""probe"":""explore"",""action"":""choose(1) \""[Go to Old-Growth Hollow]\""""},{""step"":29,""probe"":""clock"",""action"":""choose(7)""},{""step"":30,""probe"":""explore"",""action"":""choose(4) \""[Go to Heart of the Wood]\""""},{""step"":31,""probe"":""inventory"",""action"":""pickup(\""adv_slot_28778\"", <invented item>)""},{""step"":33,""probe"":""explore"",""action"":""choose(0) \""[Start the Next Day]\""""},{""step"":34,""probe"":""save"",""action"":""round trip: save -> full page reload -> load -> compare""}]}",20260826,35,save,1,
ADV-0019,material,new,console_error,player,INV-PAGE-CONSOLE-ERROR,,flow,CollectScene,http://localhost:5173/node_modules/.vite/deps/phaser.js?v=21330b76,67683,"console error: Failed to process file: %s ""%s"" image art:item:key_spare_apron","{""day"":3,""timeBlock"":""evening"",""movesLeft"":0,""screen"":null,""drawnScreen"":""HOME"",""satchel"":[""adv_item_740843""],""arms"":[],""held"":[""item_captured_sound"",""item_feather"",""item_grass""],""spellbook"":[""echo"",""fetch"",""glimmer""],""clearedGates"":[""G-T6-evening""],""refusedGates"":[""G-F4-still""],""modalOpen"":false,""choices"":[""[Go to Town Square]"",""[Go to Market Row]"",""[Go to The Commons / Well]"",""[Go to The Workshop]"",""[Go to Forager's Clearing]"",""[Go to The Stream]"",""[Go to The Grove]""],""lastActions"":[{""step"":28,""probe"":""explore"",""action"":""choose(1) \""[Go to Old-Growth Hollow]\""""},{""step"":29,""probe"":""clock"",""action"":""choose(7)""},{""step"":30,""probe"":""explore"",""action"":""choose(4) \""[Go to Heart of the Wood]\""""},{""step"":31,""probe"":""inventory"",""action"":""pickup(\""adv_slot_28778\"", <invented item>)""},{""step"":33,""probe"":""explore"",""action"":""choose(0) \""[Start the Next Day]\""""},{""step"":34,""probe"":""save"",""action"":""round trip: save -> full page reload -> load -> compare""}]}",20260826,35,save,1,
ADV-0020,material,new,console_error,player,INV-PAGE-CONSOLE-ERROR,,flow,CollectScene,http://localhost:5173/node_modules/.vite/deps/phaser.js?v=21330b76,67683,"console error: Failed to process file: %s ""%s"" image art:item:key_stone_sickle","{""day"":3,""timeBlock"":""evening"",""movesLeft"":0,""screen"":null,""drawnScreen"":""HOME"",""satchel"":[""adv_item_740843""],""arms"":[],""held"":[""item_captured_sound"",""item_feather"",""item_grass""],""spellbook"":[""echo"",""fetch"",""glimmer""],""clearedGates"":[""G-T6-evening""],""refusedGates"":[""G-F4-still""],""modalOpen"":false,""choices"":[""[Go to Town Square]"",""[Go to Market Row]"",""[Go to The Commons / Well]"",""[Go to The Workshop]"",""[Go to Forager's Clearing]"",""[Go to The Stream]"",""[Go to The Grove]""],""lastActions"":[{""step"":28,""probe"":""explore"",""action"":""choose(1) \""[Go to Old-Growth Hollow]\""""},{""step"":29,""probe"":""clock"",""action"":""choose(7)""},{""step"":30,""probe"":""explore"",""action"":""choose(4) \""[Go to Heart of the Wood]\""""},{""step"":31,""probe"":""inventory"",""action"":""pickup(\""adv_slot_28778\"", <invented item>)""},{""step"":33,""probe"":""explore"",""action"":""choose(0) \""[Start the Next Day]\""""},{""step"":34,""probe"":""save"",""action"":""round trip: save -> full page reload -> load -> compare""}]}",20260826,35,save,1,
ADV-0021,material,new,console_error,player,INV-PAGE-CONSOLE-ERROR,,flow,CollectScene,http://localhost:5173/node_modules/.vite/deps/phaser.js?v=21330b76,67683,"console error: Failed to process file: %s ""%s"" image art:item:key_tonic_drop","{""day"":3,""timeBlock"":""evening"",""movesLeft"":0,""screen"":null,""drawnScreen"":""HOME"",""satchel"":[""adv_item_740843""],""arms"":[],""held"":[""item_captured_sound"",""item_feather"",""item_grass""],""spellbook"":[""echo"",""fetch"",""glimmer""],""clearedGates"":[""G-T6-evening""],""refusedGates"":[""G-F4-still""],""modalOpen"":false,""choices"":[""[Go to Town Square]"",""[Go to Market Row]"",""[Go to The Commons / Well]"",""[Go to The Workshop]"",""[Go to Forager's Clearing]"",""[Go to The Stream]"",""[Go to The Grove]""],""lastActions"":[{""step"":28,""probe"":""explore"",""action"":""choose(1) \""[Go to Old-Growth Hollow]\""""},{""step"":29,""probe"":""clock"",""action"":""choose(7)""},{""step"":30,""probe"":""explore"",""action"":""choose(4) \""[Go to Heart of the Wood]\""""},{""step"":31,""probe"":""inventory"",""action"":""pickup(\""adv_slot_28778\"", <invented item>)""},{""step"":33,""probe"":""explore"",""action"":""choose(0) \""[Start the Next Day]\""""},{""step"":34,""probe"":""save"",""action"":""round trip: save -> full page reload -> load -> compare""}]}",20260826,35,save,1,
ADV-0022,material,new,contract_violation,model-only,INV-INV-UNOFFERED-PICKUP-REFUSED,F2,forage,CollectScene,tools/lantern/src/lib/play.ts,506,"slot ""F2_3_morning_item_river_stone"" accepted item ""adv_item_232220"", which it never offered. pickup() stores whatever string it is handed, so the offered set is the only thing standing between the player and an invented item.","{""day"":3,""timeBlock"":""morning"",""movesLeft"":2,""screen"":""F2"",""drawnScreen"":""F2"",""satchel"":[""adv_item_740843"",""adv_item_232220""],""arms"":[],""held"":[""item_captured_sound"",""item_feather"",""item_grass""],""spellbook"":[""echo"",""fetch"",""glimmer""],""clearedGates"":[],""refusedGates"":[""G-F4-still""],""modalOpen"":false,""choices"":[""[Look at ford]"",""[Go to Forager's Clearing]"",""[Go to The Still Pool]"",""[Wait]"",""[End the day]""],""slot"":""F2_3_morning_item_river_stone"",""item"":""adv_item_232220""}",20260826,37,inventory,1,
ADV-0025,material,new,model_ui_disagreement,player,INV-GATE-TWO-CLEARED-SETS-AGREE,,gates,CollectScene,phaser/src/world/Gates.ts,,"cleared-gate sets disagree — engine only: [G-F5-cascade, G-T6-evening], graph only: []. Two writers hold one fact, so which door is open depends on who you ask.","{""day"":3,""timeBlock"":""evening"",""movesLeft"":1,""screen"":""F1"",""drawnScreen"":""F1"",""satchel"":[""adv_item_740843"",""adv_item_232220"",""item_spring_water"",""item_river_stone"",""item_spring_water"",""item_dirt""],""arms"":[""item_sticks""],""held"":[""item_dirt"",""item_grass"",""item_spring_water""],""spellbook"":[""echo"",""fetch"",""glimmer""],""clearedGates"":[""G-F5-cascade"",""G-T6-evening""],""refusedGates"":[""G-F4-still""],""modalOpen"":false,""choices"":[""[Look at trail signs]"",""[Go to The Stream]"",""[Go to The Grove]"",""[Go to Town Square]"",""[Wait]"",""[End the day]""],""engineCleared"":[""G-F5-cascade"",""G-T6-evening""],""graphCleared"":[]}",20260826,51,cast,23,
ADV-0027,material,new,model_ui_disagreement,player,INV-GATE-TWO-CLEARED-SETS-AGREE,,gates,CollectScene,phaser/src/world/Gates.ts,,"cleared-gate sets disagree — engine only: [G-F5-cascade], graph only: []. Two writers hold one fact, so which door is open depends on who you ask.","{""day"":4,""timeBlock"":""morning"",""movesLeft"":2,""screen"":""F2"",""drawnScreen"":""F2"",""satchel"":[""adv_item_589816""],""arms"":[],""held"":[""item_spring_water""],""spellbook"":[""echo"",""fetch"",""glimmer""],""clearedGates"":[""G-F5-cascade""],""refusedGates"":[""G-F4-still""],""modalOpen"":false,""choices"":[""[Look at ford]"",""[Go to Forager's Clearing]"",""[Go to The Still Pool]"",""[Wait]"",""[End the day]""],""engineCleared"":[""G-F5-cascade""],""graphCleared"":[]}",20260826,61,clock,32,
ADV-0029,material,new,contract_violation,model-only,INV-INV-UNOFFERED-PICKUP-REFUSED,F1,forage,CollectScene,tools/lantern/src/lib/play.ts,506,"slot ""F1_4_afternoon_item_dirt"" accepted item ""adv_item_28534"", which it never offered. pickup() stores whatever string it is handed, so the offered set is the only thing standing between the player and an invented item.","{""day"":4,""timeBlock"":""afternoon"",""movesLeft"":1,""screen"":""F1"",""drawnScreen"":""F1"",""satchel"":[""adv_item_589816"",""item_spring_water"",""item_sticks"",""adv_item_28534""],""arms"":[],""held"":[""item_spring_water""],""spellbook"":[""echo"",""fetch"",""glimmer""],""clearedGates"":[""G-F5-cascade""],""refusedGates"":[""G-F4-still""],""modalOpen"":false,""choices"":[""[Look at trail signs]"",""[Go to The Stream]"",""[Go to The Grove]"",""[Go to Town Square]"",""[Wait]"",""[End the day]""],""slot"":""F1_4_afternoon_item_dirt"",""item"":""adv_item_28534""}",20260826,72,inventory,1,
ADV-0030,material,new,contract_violation,model-only,INV-INV-UNOFFERED-PICKUP-REFUSED,F1,forage,CollectScene,tools/lantern/src/lib/play.ts,,"pickup accepted slot ""adv_slot_761194"", which no screen in the graph offers. The satchel went 4 -> 5.","{""day"":4,""timeBlock"":""afternoon"",""movesLeft"":1,""screen"":""F1"",""drawnScreen"":""F1"",""satchel"":[""adv_item_589816"",""item_spring_water"",""item_sticks"",""adv_item_28534"",""adv_item_7822""],""arms"":[],""held"":[""item_spring_water""],""spellbook"":[""echo"",""fetch"",""glimmer""],""clearedGates"":[""G-F5-cascade""],""refusedGates"":[""G-F4-still""],""modalOpen"":false,""choices"":[""[Look at trail signs]"",""[Go to The Stream]"",""[Go to The Grove]"",""[Go to Town Square]"",""[Wait]"",""[End the day]""],""slot"":""adv_slot_761194"",""accepted"":true}",20260826,73,inventory,2,
ADV-0031,material,new,contract_violation,model-only,INV-INV-UNOFFERED-PICKUP-REFUSED,F1,forage,CollectScene,tools/lantern/src/lib/play.ts,506,"slot ""F1_5_morning_item_sticks"" accepted item ""adv_item_923269"", which it never offered. pickup() stores whatever string it is handed, so the offered set is the only thing standing between the player and an invented item.","{""day"":5,""timeBlock"":""morning"",""movesLeft"":1,""screen"":""F1"",""drawnScreen"":""F1"",""satchel"":[""item_grass"",""adv_item_923269""],""arms"":[],""held"":[""item_spring_water""],""spellbook"":[""echo"",""fetch"",""glimmer""],""clearedGates"":[""G-F5-cascade""],""refusedGates"":[""G-F4-still""],""modalOpen"":false,""choices"":[""[Look at trail signs]"",""[Go to The Stream]"",""[Go to The Grove]"",""[Go to Town Square]"",""[Wait]"",""[End the day]""],""slot"":""F1_5_morning_item_sticks"",""item"":""adv_item_923269""}",20260826,83,inventory,1,
ADV-0033,material,new,contract_violation,model-only,INV-INV-UNOFFERED-PICKUP-REFUSED,T7,forage,CollectScene,tools/lantern/src/lib/play.ts,,"pickup accepted slot ""adv_slot_468649"", which no screen in the graph offers. The satchel went 2 -> 3.","{""day"":5,""timeBlock"":""night"",""movesLeft"":0,""screen"":""T7"",""drawnScreen"":""T7"",""satchel"":[""item_grass"",""item_beeswax"",""adv_item_904439""],""arms"":[],""held"":[""item_ash"",""item_berry"",""item_feather"",""item_spring_water""],""spellbook"":[""echo"",""fetch"",""glimmer""],""clearedGates"":[""G-F5-cascade""],""refusedGates"":[""G-F4-still""],""modalOpen"":false,""choices"":[""[Talk to Toby]"",""[Talk to Ilsa]"",""[Look at stage]"",""[Look at lanterns]"",""[Begin the festival vignette]"",""[End the day]""],""slot"":""adv_slot_468649"",""accepted"":true}",20260826,100,inventory,2,
ADV-0034,material,new,contract_violation,model-only,INV-CAST-RECEIVER-MUST-BE-PRESENT,FS,cast,CollectScene,phaser/src/world/CastPipeline.ts,,"""furrow"" landed on receiver ""dog"" while standing on FS. Nothing maps a receiver to a screen (GAPS.md G2), so the pipeline cannot check presence and does not try — the screen the cast names is carried through as data, not as a constraint.","{""day"":5,""timeBlock"":""night"",""movesLeft"":0,""screen"":""FS"",""drawnScreen"":""FS"",""satchel"":[""item_grass"",""item_beeswax"",""adv_item_904439""],""arms"":[],""held"":[""item_ash"",""item_feather"",""item_spring_water""],""spellbook"":[""echo"",""fetch"",""glimmer""],""clearedGates"":[""G-F5-cascade""],""refusedGates"":[""G-F4-still""],""modalOpen"":false,""choices"":[],""spell"":""furrow"",""receiver"":""dog"",""standingOn"":""FS"",""clearedNow"":[]}",20260826,106,cast,1,
ADV-0035,material,new,contract_violation,model-only,INV-INV-UNOFFERED-PICKUP-REFUSED,T3,forage,CollectScene,tools/lantern/src/lib/play.ts,506,"slot ""T3_2_morning_item_spring_water"" accepted item ""adv_item_644775"", which it never offered. pickup() stores whatever string it is handed, so the offered set is the only thing standing between the player and an invented item.","{""day"":2,""timeBlock"":""morning"",""movesLeft"":2,""screen"":""T3"",""drawnScreen"":""T3"",""satchel"":[""adv_item_108458"",""adv_item_644775""],""arms"":[],""held"":[""item_captured_sound"",""item_river_stone""],""spellbook"":[""echo"",""fetch"",""glimmer""],""clearedGates"":[],""refusedGates"":[""G-F4-still""],""modalOpen"":false,""choices"":[""[Look at well]"",""[Look at doorsteps]"",""[Go to Town Square]"",""[Go to A Neighbor's Home]"",""[Go to The Old Shrine (Town)]"",""[Wait]"",""[End the day]""],""slot"":""T3_2_morning_item_spring_water"",""item"":""adv_item_644775""}",20260826,122,inventory,1,
ADV-0036,material,new,contract_violation,model-only,INV-CAST-REQUIRES-KNOWN-SPELL,T1,cast,CollectScene,phaser/src/world/CastPipeline.ts,200,"""breath"" (breath) landed on fallen_leaves while it was NOT in the spellbook. CastPipeline.run reads Knowledge to WRITE it (step 3) and never reads it as a precondition — the spellbook is a UI filter, not a rule.","{""day"":2,""timeBlock"":""afternoon"",""movesLeft"":2,""screen"":""T1"",""drawnScreen"":""T1"",""satchel"":[""adv_item_108458"",""adv_item_644775""],""arms"":[],""held"":[""item_captured_sound"",""item_river_stone""],""spellbook"":[""echo"",""fetch"",""glimmer""],""clearedGates"":[],""refusedGates"":[""G-F4-still""],""modalOpen"":false,""choices"":[""[Look at arch]"",""[Look at notice board]"",""[Go to Forager's Clearing]"",""[Go to Market Row]"",""[Go to The Commons / Well]"",""[Go to The Tavern / Inn]"",""[Go to Festival Grounds]"",""[Wait]"",""[End the day]""],""spell"":""breath"",""receiver"":""fallen_leaves"",""spellbookBefore"":[""echo"",""fetch"",""glimmer""]}",20260826,129,cast,1,
ADV-0037,material,new,contract_violation,model-only,INV-INV-UNOFFERED-PICKUP-REFUSED,F1,forage,CollectScene,tools/lantern/src/lib/play.ts,506,"slot ""F1_3_morning_item_grass"" accepted item ""adv_item_718158"", which it never offered. pickup() stores whatever string it is handed, so the offered set is the only thing standing between the player and an invented item.","{""day"":3,""timeBlock"":""morning"",""movesLeft"":2,""screen"":""F1"",""drawnScreen"":""F1"",""satchel"":[""adv_item_718158""],""arms"":[],""held"":[""item_ash"",""item_captured_sound"",""item_river_stone""],""spellbook"":[""echo"",""fetch"",""glimmer""],""clearedGates"":[],""refusedGates"":[""G-F4-still""],""modalOpen"":false,""choices"":[""[Look at trail signs]"",""[Go to The Stream]"",""[Go to The Grove]"",""[Go to Town Square]"",""[Wait]"",""[End the day]""],""slot"":""F1_3_morning_item_grass"",""item"":""adv_item_718158""}",20260826,137,inventory,1,
ADV-0039,material,new,gate_bypass,model-only,INV-GATE-MODEL-VETO,F3,gates,CollectScene,phaser/src/render/TraversalRow.ts,147,"the move onto F5 is blocked by gate(s) G-F5-cascade, and going through the story layer instead of the pill walked straight past it. Enforcement lives in TraversalRow's decision about which pill is interactive — GateEngine is consulted, but never asked to veto. No shipping input path does this today; any second one would inherit the hole.","{""day"":3,""timeBlock"":""afternoon"",""movesLeft"":1,""screen"":""F5"",""drawnScreen"":""F5"",""satchel"":[""adv_item_718158"",""item_river_stone"",""adv_item_304985"",""item_grass""],""arms"":[],""held"":[""item_ash"",""item_captured_sound""],""spellbook"":[""echo"",""fetch"",""glimmer""],""clearedGates"":[],""refusedGates"":[""G-F4-still""],""modalOpen"":false,""choices"":[""[Look at great trunk]"",""[Go to The Grove]"",""[Go to The Old Shrine (Forest) / Ruin]"",""[Go to The Cave]"",""[Go to Heart of the Wood]"",""[Wait]"",""[End the day]""],""target"":""F5"",""blockingGates"":[""G-F5-cascade""],""choose"":{""ok"":true}}",20260826,147,gates,1,
ADV-0040,material,new,contract_violation,model-only,INV-CAST-REQUIRES-KNOWN-SPELL,F8,cast,CollectScene,phaser/src/world/CastPipeline.ts,200,"""preserve"" (preserve) landed on mara while it was NOT in the spellbook. CastPipeline.run reads Knowledge to WRITE it (step 3) and never reads it as a precondition — the spellbook is a UI filter, not a rule.","{""day"":3,""timeBlock"":""evening"",""movesLeft"":1,""screen"":""F8"",""drawnScreen"":""F8"",""satchel"":[""adv_item_718158"",""item_river_stone"",""adv_item_304985"",""item_grass"",""key_raw_ore""],""arms"":[],""held"":[""item_ash"",""item_captured_sound""],""spellbook"":[""echo"",""fetch"",""glimmer""],""clearedGates"":[""G-T6-evening""],""refusedGates"":[""G-F4-still""],""modalOpen"":false,""choices"":[""[Look at heart tree]"",""[Go to Old-Growth Hollow]"",""[Wait]"",""[End the day]""],""spell"":""preserve"",""receiver"":""mara"",""spellbookBefore"":[""echo"",""fetch"",""glimmer""]}",20260826,153,cast,1,
ADV-0041,material,new,contract_violation,model-only,INV-INV-UNOFFERED-PICKUP-REFUSED,F5,forage,CollectScene,tools/lantern/src/lib/play.ts,,"pickup accepted slot ""adv_slot_984108"", which no screen in the graph offers. The satchel went 1 -> 2.","{""day"":4,""timeBlock"":""afternoon"",""movesLeft"":3,""screen"":""F5"",""drawnScreen"":""F5"",""satchel"":[""item_dirt"",""adv_item_492161""],""arms"":[],""held"":[""item_ash"",""item_captured_sound""],""spellbook"":[""echo"",""fetch"",""glimmer""],""clearedGates"":[],""refusedGates"":[""G-F4-still""],""modalOpen"":false,""choices"":[""[Look at great trunk]"",""[Go to The Grove]"",""[Go to The Old Shrine (Forest) / Ruin]"",""[Go to The Cave]"",""[Go to Heart of the Wood]"",""[Wait]"",""[End the day]""],""slot"":""adv_slot_984108"",""accepted"":true}",20260826,162,inventory,4,
ADV-0042,material,new,contract_violation,model-only,INV-CAST-REQUIRES-KNOWN-SPELL,T2,cast,CollectScene,phaser/src/world/CastPipeline.ts,200,"""scratch"" (scratch) landed on wooden_route_post while it was NOT in the spellbook. CastPipeline.run reads Knowledge to WRITE it (step 3) and never reads it as a precondition — the spellbook is a UI filter, not a rule.","{""day"":5,""timeBlock"":""evening"",""movesLeft"":2,""screen"":""T2"",""drawnScreen"":""T2"",""satchel"":[""adv_item_337720"",""item_wool"",""item_ash""],""arms"":[],""held"":[""item_ash""],""spellbook"":[""echo"",""fetch"",""glimmer""],""clearedGates"":[""G-T6-evening""],""refusedGates"":[""G-F4-still""],""modalOpen"":false,""choices"":[""[Look at stall goods]"",""[Look at ex shelf]"",""[Go to Town Square]"",""[Go to The Workshop]"",""[Wait]"",""[End the day]""],""spell"":""scratch"",""receiver"":""wooden_route_post"",""spellbookBefore"":[""echo"",""fetch"",""glimmer""]}",20260826,191,cast,1,
ADV-0043,material,new,contract_violation,model-only,INV-INV-UNOFFERED-PICKUP-REFUSED,T2,forage,CollectScene,tools/lantern/src/lib/play.ts,,"pickup accepted slot ""adv_slot_423677"", which no screen in the graph offers. The satchel went 3 -> 4.","{""day"":5,""timeBlock"":""evening"",""movesLeft"":2,""screen"":""T2"",""drawnScreen"":""T2"",""satchel"":[""adv_item_337720"",""item_wool"",""item_ash"",""adv_item_629296""],""arms"":[],""held"":[""item_ash""],""spellbook"":[""echo"",""fetch"",""glimmer""],""clearedGates"":[""G-T6-evening""],""refusedGates"":[""G-F4-still""],""modalOpen"":false,""choices"":[""[Look at stall goods]"",""[Look at ex shelf]"",""[Go to Town Square]"",""[Go to The Workshop]"",""[Wait]"",""[End the day]""],""slot"":""adv_slot_423677"",""accepted"":true}",20260826,193,inventory,2,
ADV-0044,material,new,contract_violation,model-only,INV-INV-UNOFFERED-PICKUP-REFUSED,T7,forage,CollectScene,tools/lantern/src/lib/play.ts,506,"slot ""T7_5_night_item_grass"" accepted item ""adv_item_413153"", which it never offered. pickup() stores whatever string it is handed, so the offered set is the only thing standing between the player and an invented item.","{""day"":5,""timeBlock"":""night"",""movesLeft"":0,""screen"":""T7"",""drawnScreen"":""T7"",""satchel"":[""adv_item_413153""],""arms"":[],""held"":[""item_ash""],""spellbook"":[""echo"",""fetch"",""glimmer""],""clearedGates"":[],""refusedGates"":[""G-F4-still""],""modalOpen"":false,""choices"":[""[Talk to Toby]"",""[Talk to Ilsa]"",""[Look at stage]"",""[Look at lanterns]"",""[Begin the festival vignette]"",""[End the day]""],""slot"":""T7_5_night_item_grass"",""item"":""adv_item_413153""}",20260826,200,inventory,1,
ADV-0045,material,new,model_ui_disagreement,player,INV-GATE-TWO-CLEARED-SETS-AGREE,,gates,CollectScene,phaser/src/world/Gates.ts,,"cleared-gate sets disagree — engine only: [G-T5-trust], graph only: []. Two writers hold one fact, so which door is open depends on who you ask.","{""day"":5,""timeBlock"":""night"",""movesLeft"":3,""screen"":""TN"",""drawnScreen"":""TN"",""satchel"":[""adv_item_413153"",""item_beeswax"",""adv_item_189014""],""arms"":[],""held"":[""item_beeswax""],""spellbook"":[""echo"",""fetch"",""glimmer""],""clearedGates"":[""G-T5-trust""],""refusedGates"":[""G-F4-still""],""modalOpen"":false,""choices"":[""[Go to the results]""],""engineCleared"":[""G-T5-trust""],""graphCleared"":[]}",20260826,215,explore,4,
ADV-0046,material,new,contract_violation,model-only,INV-CAST-REQUIRES-KNOWN-SPELL,HOME,cast,CollectScene,phaser/src/world/CastPipeline.ts,200,"""portion"" (portion) landed on stew_cauldron while it was NOT in the spellbook. CastPipeline.run reads Knowledge to WRITE it (step 3) and never reads it as a precondition — the spellbook is a UI filter, not a rule.","{""day"":2,""timeBlock"":""evening"",""movesLeft"":0,""screen"":""HOME"",""drawnScreen"":""HOME"",""satchel"":[],""arms"":[],""held"":[""item_captured_sound"",""item_tree_sap""],""spellbook"":[""echo"",""fetch"",""glimmer""],""clearedGates"":[""G-T6-evening""],""refusedGates"":[""G-F4-still""],""modalOpen"":false,""choices"":[""[Go to Town Square]"",""[Go to Market Row]"",""[Go to The Commons / Well]"",""[Go to The Workshop]"",""[Go to Forager's Clearing]"",""[Go to The Stream]"",""[Go to The Grove]""],""spell"":""portion"",""receiver"":""stew_cauldron"",""spellbookBefore"":[""echo"",""fetch"",""glimmer""]}",20260826,238,cast,1,
